Ticket_ID,Student_ID,Category,Complaint_Text,Priority,Status,Date_Submitted,Unnamed: 0.1,Unnamed: 0
TCKT0595,S50357,Financial Support,"Stipend deposited to wrong account, causing inconvenience and missed payments.",Medium,Open,2025-04-08,1702.0,
TCKT0596,S81271,Academic Support and Resources,"Lab instruments malfunction repeatedly, resulting in loss of experimental results.",High,In Progress,2025-02-19,1703.0,
TCKT0597,S42011,Student Affairs,"Cafeteria runs out of meals early consistently, leaving students hungry.",Medium,Open,2025-02-01,1704.0,
TCKT0598,S72072,IT,"Wi-Fi disconnects repeatedly in dorms, disrupting study and remote classes.",Medium,Open,2025-03-13,1705.0,
TCKT0599,S37139,Financial Support,"Late scholarship deposit prevents timely tuition payments, creating stress.",High,In Progress,2025-04-11,1706.0,
TCKT0600,S60605,Academic Support and Resources,"Study room booking portal shows double-bookings, causing conflicts for students.",Medium,Open,2025-02-28,1707.0,
TCKT0001,S10001,Financial Support,Tuition payment shows as pending even though I paid online. Please fix.,Medium,Open,2024-09-01,1708.0,
TCKT0002,S10002,Student Affairs,"The dorm Wi-Fi keeps disconnecting, making online classes impossible. Kindly check.",High,In Progress,2024-09-02,1709.0,
TCKT0003,S10003,Academic Support and Resources,Library e-resources are inaccessible despite correct login. Please help.,Medium,Open,2024-09-03,1710.0,
TCKT0004,S10004,IT,The portal rejects my assignment submission repeatedly. Can this be fixed?,High,In Progress,2024-09-04,1711.0,
TCKT0005,S10005,Financial Support,Scholarship amount not reflected in my account. Immediate correction required.,High,Open,2024-09-05,1712.0,
TCKT0006,S10006,Student Affairs,"Elevators in Oak Hall are broken again, forcing us to climb stairs.",Medium,Open,2024-09-06,1713.0,
TCKT0007,S10007,Academic Support and Resources,My lab booking got canceled without notice. I need access for experiments.,Medium,Open,2024-09-07,1714.0,
TCKT0008,S10008,IT,Email attachments larger than 2 MB are rejected repeatedly. Please assist.,Medium,Open,2024-09-08,1715.0,
TCKT0009,S10009,Financial Support,"Housing allowance not applied, leaving unexpected balance. Please fix.",High,Open,2024-09-09,1716.0,
TCKT0010,S10010,Student Affairs,Laundry machines eat coins but don't start. Needs urgent repair.,Medium,Open,2024-09-10,1717.0,
TCKT0011,S10011,Academic Support and Resources,Course registration portal errors prevent enrollment. Help needed.,High,In Progress,2024-09-11,1718.0,
TCKT0012,S10012,IT,"VPN disconnects during online labs, causing disruption.",Medium,Open,2024-09-12,1719.0,
TCKT0013,S10013,Financial Support,Stipend deposit delayed. caused late payments.,Medium,Open,2024-09-13,1720.0,
TCKT0014,S10014,Student Affairs,"Quiet study rooms are often double-booked, disturbing concentration.",Low,Resolved,2024-09-14,1721.0,
TCKT0015,S10015,Academic Support and Resources,"Lab equipment malfunctioned, losing experimental data.",High,In Progress,2024-09-15,1722.0,
TCKT0016,S10016,IT,Zoom lags badly during lectures even with strong Wi-Fi.,Medium,Resolved,2024-09-16,1723.0,
TCKT0017,S10017,Financial Support,Tuition installment calculation incorrect despite payments made.,Medium,Open,2024-09-17,1724.0,
TCKT0018,S10018,Student Affairs,"Dorm kitchen appliances broken, leaving students unable to cook.",Medium,Open,2024-09-18,1725.0,
TCKT0019,S10019,Academic Support and Resources,Blackboard logs me out mid-quiz and erases my progress.,Urgent,Open,2024-09-19,1726.0,
TCKT0020,S10020,IT,"Proctoring software crashes during exams, invalidating attempts.",High,In Progress,2024-09-20,1727.0,
TCKT0021,S10021,Financial Support,Tuition balance miscalculated after scholarship applied.,High,Open,2024-09-21,1728.0,
TCKT0022,S10022,Student Affairs,Cafeteria runs out of meals early every day. Needs attention.,Medium,Open,2024-09-22,1729.0,
TCKT0024,S10024,IT,"Password reset emails not delivered, preventing portal access.",Medium,Open,2024-09-24,1730.0,
TCKT0025,S10025,Financial Support,Housing refund delayed. other students received theirs.,Medium,Open,2024-09-25,1731.0,
TCKT0026,S10026,Student Affairs,"Dorm fire alarms go off randomly, disrupting sleep.",Low,Closed,2024-09-26,1732.0,
TCKT0027,S10027,Academic Support and Resources,"Lecture recordings fail to load, making exam prep difficult.",High,Open,2024-09-27,1733.0,
TCKT0028,S10028,IT,"VPN connection fails repeatedly, blocking access to assignments.",Medium,In Progress,2024-09-28,1734.0,
TCKT0029,S10029,Financial Support,Stipend credited to wrong account. immediate correction required.,High,Open,2024-09-29,1735.0,
TCKT0030,S10030,Student Affairs,"Study lounge lights flicker constantly, causing headaches.",Medium,Open,2024-09-30,1736.0,
TCKT0031,S10031,Academic Support and Resources,"Lab computers crash mid-session, losing ongoing experiments.",Medium,Open,2024-10-01,1737.0,
TCKT0032,S10032,IT,"Email attachments rejected, causing assignment submission issues.",Medium,Resolved,2024-10-02,1738.0,
TCKT0033,S10033,Financial Support,Tuition aid hasn't posted correctly. urgent correction required.,High,Open,2024-10-03,1739.0,
TCKT0034,S10034,Student Affairs,"Recreation rooms locked unexpectedly, restricting access.",Medium,Open,2024-10-04,1740.0,
TCKT0035,S10035,Academic Support and Resources,Tutoring sessions canceled last minute. no replacements arranged.,High,Open,2024-10-05,1741.0,
TCKT0036,S10036,IT,"Exam platform crashes, preventing submission.",High,In Progress,2024-10-06,1742.0,
TCKT0037,S10037,Financial Support,"Payment plan calculation incorrect, showing higher amounts.",Medium,Open,2024-10-07,1743.0,
TCKT0038,S10038,Student Affairs,"Elevators in South Hall malfunction again, blocking access to upper floors.",Medium,Open,2024-10-08,1744.0,
TCKT0039,S10039,Academic Support and Resources,Blackboard grading system erases submissions mid-term.,Urgent,Open,2024-10-09,1745.0,
TCKT0040,S10040,IT,Proctoring software fails during scheduled assessments repeatedly.,High,In Progress,2024-10-10,1746.0,
TCKT0041,S10041,Financial Support,Late scholarship deposit caused missed tuition deadlines.,High,In Progress,2024-10-11,1747.0,
TCKT0042,S10042,Student Affairs,"Dorm common area lighting flickers, creating unsafe conditions.",Medium,Open,2024-10-12,1748.0,
TCKT0043,S10043,Academic Support and Resources,"Lab instruments malfunction, leading to repeated data loss.",Medium,Open,2024-10-13,1749.0,
TCKT0044,S10044,IT,"Wi-Fi disconnects frequently in the library, affecting study.",Medium,Open,2024-10-14,1750.0,
TCKT0045,S10045,Financial Support,Incorrect tuition calculation after applying external scholarship.,Medium,Open,2024-10-15,1751.0,
TCKT0046,S10046,Student Affairs,Cafeteria meals run out before noon consistently.,Low,Resolved,2024-10-16,1752.0,
TCKT0047,S10047,Academic Support and Resources,Lecture videos fail to load mid-class.,Medium,Open,2024-10-17,1753.0,
TCKT0048,S10048,IT,VPN fails during online labs repeatedly.,Medium,Open,2024-10-18,1754.0,
TCKT0049,S10049,Financial Support,Housing allowance not credited. urgent resolution needed.,High,Open,2024-10-19,1755.0,
TCKT0050,S10050,Student Affairs,"Dorm laundry machines break mid-cycle, soaking clothes.",Medium,Open,2024-10-20,1756.0,
TCKT0051,S10051,Academic Support and Resources,Course portal shows study rooms as booked even when free. Immediate fix needed.,Medium,Open,2024-10-21,1757.0,
TCKT0052,S10052,IT,"Email server rejects attachments for assignments, disrupting submission.",High,In Progress,2024-10-22,1758.0,
TCKT0053,S10053,Financial Support,Stipend not deposited yet despite notification of payment.,Medium,Open,2024-10-23,1759.0,
TCKT0054,S10054,Student Affairs,Campus event noise near residence hall prevents studying in evenings.,High,Open,2024-10-24,1760.0,
TCKT0055,S10055,Academic Support and Resources,"Library e-books fail to download, even after following instructions.",Medium,In Progress,2024-10-25,1761.0,
TCKT0056,S10056,IT,Printer queues in labs stall with jobs stuck at 0%. Urgent assistance needed.,Medium,Open,2024-10-26,1762.0,
TCKT0057,S10057,Financial Support,Tuition aid shows zero balance despite prior confirmation. Please correct.,High,Open,2024-10-27,1763.0,
TCKT0058,S10058,Student Affairs,"Dormitory Wi-Fi frequently drops, causing missed online lectures.",Medium,Open,2024-10-28,1764.0,
TCKT0059,S10059,Academic Support and Resources,Tutoring scheduler shows no available slots for weeks. needs correction.,Medium,Open,2024-10-29,1765.0,
TCKT0060,S10060,IT,"Password reset link loops endlessly, preventing portal login.",Medium,In Progress,2024-10-30,1766.0,
TCKT0061,S10061,Financial Support,Housing fee charged after moving out. request immediate review.,High,Open,2024-10-31,1767.0,
TCKT0062,S10062,Student Affairs,Gym equipment in Maple Hall is out of service for days without repair.,Medium,Open,2024-11-01,1768.0,
TCKT0063,S10063,Academic Support and Resources,Main library disables access to journals mid-semester without notice.,High,Open,2024-11-02,1769.0,
TCKT0064,S10064,IT,Zoom sessions lag badly even on strong Wi-Fi. please check server.,Medium,Resolved,2024-11-03,1770.0,
TCKT0065,S10065,Financial Support,"Stipend credited late, causing bank overdraft fees.",Medium,Open,2024-11-04,1771.0,
TCKT0066,S10066,Student Affairs,"Dorm elevators malfunction again, trapping students on upper floors.",High,In Progress,2024-11-05,1772.0,
TCKT0067,S10067,Academic Support and Resources,Lab reservation system fails to book equipment correctly.,Medium,Open,2024-11-06,1773.0,
TCKT0068,S10068,IT,Email attachments for EE230 are rejected repeatedly. need urgent fix.,High,In Progress,2024-11-07,1774.0,
TCKT0069,S10069,Financial Support,Tuition installment plan incorrectly shows additional charges.,Medium,Open,2024-11-08,1775.0,
TCKT0070,S10070,Student Affairs,"Quiet study rooms booked for events without notice, disturbing students.",Medium,Open,2024-11-09,1776.0,
TCKT0071,S10071,Academic Support and Resources,"Lab instruments repeatedly fail, losing experiment data.",High,Open,2024-11-10,1777.0,
TCKT0072,S10072,IT,"VPN disconnects during labs, blocking access to resources.",Medium,In Progress,2024-11-11,1778.0,
TCKT0073,S10073,Financial Support,Housing refund delayed. other students have received theirs.,Medium,Open,2024-11-12,1779.0,
TCKT0074,S10074,Student Affairs,Cafeteria runs out of meals before noon consistently. needs correction.,Low,Resolved,2024-11-13,1780.0,
TCKT0075,S10075,Academic Support and Resources,"Lecture videos fail to load mid-class, affecting learning.",Medium,Open,2024-11-14,1781.0,
TCKT0076,S10076,IT,"VPN fails during online labs repeatedly, blocking course access.",Medium,Open,2024-11-15,1782.0,
TCKT0077,S10077,Financial Support,Late scholarship deposit caused missed tuition deadline.,High,Open,2024-11-16,1783.0,
TCKT0078,S10078,Student Affairs,"Dorm lighting flickers, creating unsafe conditions at night.",Medium,Open,2024-11-17,1784.0,
TCKT0080,S10080,IT,"Email attachments rejected, preventing assignment submissions.",Medium,Resolved,2024-11-19,1785.0,
TCKT0081,S10081,Financial Support,Tuition aid hasn't posted correctly. immediate attention needed.,High,Open,2024-11-20,1786.0,
TCKT0082,S10082,Student Affairs,"Recreation rooms locked unexpectedly, restricting student access.",Medium,Open,2024-11-21,1787.0,
TCKT0084,S10084,IT,"Exam platform crashes repeatedly, preventing submission.",High,In Progress,2024-11-23,1788.0,
TCKT0085,S10085,Financial Support,"Payment plan miscalculated, showing higher than agreed amounts.",Medium,Open,2024-11-24,1789.0,
TCKT0086,S10086,Student Affairs,"Elevators in South Hall malfunction again, blocking upper floors.",Medium,Open,2024-11-25,1790.0,
TCKT0088,S10088,IT,Proctoring software fails during scheduled exams repeatedly.,High,In Progress,2024-11-27,1791.0,
TCKT0090,S10090,Student Affairs,"Dorm common area lights flicker, creating unsafe conditions.",Medium,Open,2024-11-29,1792.0,
TCKT0092,S10092,IT,"Library Wi-Fi disconnects often, affecting study sessions.",Medium,Open,2024-12-01,1793.0,
TCKT0093,S10093,Financial Support,Incorrect tuition calculation after applying scholarship.,Medium,Open,2024-12-02,1794.0,
TCKT0094,S10094,Student Affairs,"Cafeteria meals run out before noon consistently, needs fixing.",Low,Resolved,2024-12-03,1795.0,
TCKT0095,S10095,Academic Support and Resources,"Lecture videos fail to load during class, disrupting learning.",Medium,Open,2024-12-04,1796.0,
TCKT0096,S10096,IT,"VPN fails repeatedly during online labs, causing access issues.",Medium,Open,2024-12-05,1797.0,
TCKT0097,S10097,Financial Support,Housing allowance not credited. needs urgent correction.,High,Open,2024-12-06,1798.0,
TCKT0098,S10098,Student Affairs,"Dorm laundry machines malfunction mid-cycle, soaking clothes.",Medium,Open,2024-12-07,1799.0,
TCKT0099,S10099,Academic Support and Resources,Blackboard portal keeps logging out during quizzes. please fix.,Medium,Open,2024-12-08,1800.0,
TCKT0100,S10100,IT,"Email attachments for MATH202 rejected repeatedly, need urgent assistance.",High,In Progress,2024-12-09,1801.0,
TCKT0101,S10101,Financial Support,Tuition aid hasn't posted to my account. balance remains incorrect.,Medium,Open,2025-01-10,1802.0,
TCKT0102,S10102,IT,Cannot log in to portal. two-factor code never arrives and reset fails.,Low,In Progress,2025-01-11,1803.0,
TCKT0103,S10103,Student Affairs,Housing assignment switched unexpectedly from double to single. urgent fix required.,High,Open,2025-01-12,1804.0,
TCKT0104,S10104,Academic Support and Resources,Cannot book tutoring for CS101. scheduler shows no slots available.,Medium,Resolved,2025-01-13,1805.0,
TCKT0105,S10105,Financial Support,"Stipend deposit missing from bank account, despite confirmation from payroll.",Low,Closed,2025-01-14,1806.0,
TCKT0106,S10106,IT,MATLAB license won't activate on laptop. repeated failures.,High,In Progress,2025-01-15,1807.0,
TCKT0107,S10107,Student Affairs,Gym equipment in Maple Hall out of service for weeks. maintenance needed.,Medium,Open,2025-01-16,1808.0,
TCKT0108,S10108,Academic Support and Resources,Lab access card fails at Robotics Lab. cannot complete assigned project.,Low,Resolved,2025-01-17,1809.0,
TCKT0109,S10109,Financial Support,Billing statement shows extra $400 charge for late registration despite payment.,Urgent,In Progress,2025-01-18,1810.0,
TCKT0110,S10110,IT,Printer queues stall in Main Library. jobs remain at 0%.,Low,Open,2025-01-19,1811.0,
TCKT0111,S10111,Student Affairs,Dorm kitchen stoves broken. service requests ignored.,Medium,In Progress,2025-01-20,1812.0,
TCKT0112,S10112,Academic Support and Resources,Access to e-journal portal blocked unexpectedly during thesis research.,High,Open,2025-01-21,1813.0,
TCKT0113,S10113,Financial Support,Tuition installment plan not updated after bank payment.,Medium,Resolved,2025-01-22,1814.0,
TCKT0114,S10114,IT,University email rejects attachments larger than 2 MB. urgent help needed.,Low,Closed,2025-01-23,1815.0,
TCKT0115,S10115,Student Affairs,Elevators broken for a week. students forced to climb multiple floors.,Urgent,Open,2025-01-24,1816.0,
TCKT0116,S10116,Academic Support and Resources,Cannot register for PHY204. system rejects completed prerequisites.,Medium,In Progress,2025-01-25,1817.0,
TCKT0117,S10117,Financial Support,Aid award letter shows only half the promised amount. immediate correction required.,High,Open,2025-01-26,1818.0,
TCKT0118,S10118,IT,Zoom lags badly during lectures despite strong Wi-Fi. server check needed.,Medium,Resolved,2025-01-27,1819.0,
TCKT0119,S10119,Student Affairs,Water dispenser in Recreation Center unclean. students complaining.,Low,In Progress,2025-01-28,1820.0,
TCKT0120,S10120,Academic Support and Resources,Lab for CHE201 has outdated computers crashing during simulations.,High,Open,2025-01-29,1821.0,
TCKT0121,S10121,Financial Support,Housing refund missing from account. other dorm residents received theirs.,Medium,Closed,2025-01-30,1822.0,
TCKT0122,S10122,IT,Portal error '502 Bad Gateway' occurs on assignment submission. urgent fix required.,High,In Progress,2025-01-31,1823.0,
TCKT0123,S10123,Student Affairs,Campus bus schedule unreliable. multiple stops skipped daily.,Medium,Open,2025-02-01,1824.0,
TCKT0124,S10124,Academic Support and Resources,"Blackboard logs out mid-quiz, erasing progress. needs urgent resolution.",Urgent,Open,2025-02-02,1825.0,
TCKT0125,S10125,Financial Support,Monthly stipend delayed again. ensure timely transfers.,Low,Resolved,2025-02-03,1826.0,
TCKT0126,S10126,IT,VPN won't connect from home. cannot access course materials.,Medium,In Progress,2025-02-04,1827.0,
TCKT0127,S10127,Student Affairs,Student club event approvals delayed. planning impacted.,Low,Open,2025-02-05,1828.0,
TCKT0128,S10128,Academic Support and Resources,Tutors cancel last minute. no replacement arranged. preparation ruined.,High,Open,2025-02-06,1829.0,
TCKT0129,S10129,Financial Support,Tuition balance doesn't reflect external scholarship applied last month.,Medium,In Progress,2025-02-07,1830.0,
TCKT0130,S10130,IT,Laptop loan application rejected despite meeting all conditions.,Low,Closed,2025-02-08,1831.0,
TCKT0131,S10131,Student Affairs,Study lounge lights flicker constantly. space unusable.,High,In Progress,2025-02-09,1832.0,
TCKT0132,S10132,Academic Support and Resources,Chemistry Lab lacks gloves and goggles. supply restock needed.,Medium,Resolved,2025-02-10,1833.0,
TCKT0133,S10133,Financial Support,Account frozen despite tuition installment paid. cannot register for spring courses.,Urgent,Open,2025-02-11,1834.0,
TCKT0134,S10134,IT,Password reset emails never arrive. system shows sent.,Medium,In Progress,2025-02-12,1835.0,
TCKT0135,S10135,Student Affairs,Laundry machines in Birch Hall eat coins but don't start.,Low,Open,2025-02-13,1836.0,
TCKT0136,S10136,Academic Support and Resources,Advising office canceled appointments twice. need reschedule.,Medium,Closed,2025-02-14,1837.0,
TCKT0137,S10137,Financial Support,Tuition late fee still showing despite proof of timely payment.,High,In Progress,2025-02-15,1838.0,
TCKT0138,S10138,IT,"Projector in Lecture Hall A fails randomly, disrupting classes.",Low,Resolved,2025-02-16,1839.0,
TCKT0139,S10139,Student Affairs,Cafeteria runs out of vegetarian meals before noon. please address.,High,Open,2025-02-17,1840.0,
TCKT0140,S10140,Academic Support and Resources,Physics help desk hours clash with lab timings. alternative slot needed.,Low,In Progress,2025-02-18,1841.0,
TCKT0141,S10141,Financial Support,Tuition receipt has wrong student ID. immediate correction required.,Medium,Open,2025-02-19,1842.0,
TCKT0142,S10142,IT,VPN disconnects every 10 minutes. coding tasks impossible.,Medium,Resolved,2025-02-20,1843.0,
TCKT0143,S10143,Student Affairs,Fire alarms in Pine Hall keep going off without reason.,Low,Closed,2025-02-21,1844.0,
TCKT0144,S10144,Academic Support and Resources,Tutoring center never answers calls or emails. students cannot rely on it.,High,Open,2025-02-22,1845.0,
TCKT0145,S10145,Financial Support,Meal plan charge seems miscalculated. request clarification.,Medium,In Progress,2025-02-23,1846.0,
TCKT0146,S10146,IT,Laptop from IT loan program shuts down randomly. replacement needed.,Medium,Open,2025-02-24,1847.0,
TCKT0147,S10147,Student Affairs,Recreation rooms locked during posted hours. students cannot access.,High,In Progress,2025-02-25,1848.0,
TCKT0148,S10148,Academic Support and Resources,Online library catalog crashes when filters applied. needs fixing.,Low,Resolved,2025-02-26,1849.0,
TCKT0149,S10149,Financial Support,Graduation clearance shows unpaid tuition despite cleared dues. urgent fix.,Urgent,Open,2025-02-27,1850.0,
TCKT0150,S10150,IT,Campus Wi-Fi in Engineering block drops every 15 minutes. connectivity fix needed.,Medium,In Progress,2025-02-28,1851.0,
TCKT0151,S10151,Student Affairs,Dorm laundry machines in Oak Hall keep malfunctioning. students cannot do laundry.,Medium,Open,2025-03-01,1852.0,
TCKT0152,S10152,Academic Support and Resources,Cannot access lab computers for CHE202. software errors keep occurring.,High,In Progress,2025-03-02,1853.0,
TCKT0153,S10153,Financial Support,Tuition payment processed but balance still shows as due. urgent correction needed.,Medium,Open,2025-03-03,1854.0,
TCKT0154,S10154,IT,VPN refuses connection on MacOS. cannot submit assignments from home.,Low,In Progress,2025-03-04,1855.0,
TCKT0155,S10155,Student Affairs,Recreation center equipment broken. maintenance requests ignored.,High,Open,2025-03-05,1856.0,
TCKT0156,S10156,Academic Support and Resources,Library e-book downloads fail repeatedly. urgent support required.,Medium,Resolved,2025-03-06,1857.0,
TCKT0157,S10157,Financial Support,Scholarship not applied to tuition despite approval email.,Low,Closed,2025-03-07,1858.0,
TCKT0158,S10158,IT,Email server rejects attachments over 5 MB. assignment submission blocked.,Medium,Open,2025-03-08,1859.0,
TCKT0159,S10159,Student Affairs,Campus shuttle schedule inconsistent. some stops skipped daily.,Low,In Progress,2025-03-09,1860.0,
TCKT0160,S10160,Academic Support and Resources,Tutoring slots not visible for HIST200 despite availability.,High,Open,2025-03-10,1861.0,
TCKT0161,S10161,Financial Support,Housing deposit not reflected in account. payment proof submitted.,Medium,Resolved,2025-03-11,1862.0,
TCKT0162,S10162,IT,Classroom projector flickers intermittently. disrupting lectures.,Low,In Progress,2025-03-12,1863.0,
TCKT0163,S10163,Student Affairs,Fire alarms in North Hall repeatedly triggered with no cause.,High,Open,2025-03-13,1864.0,
TCKT0164,S10164,Academic Support and Resources,Blackboard logs me out mid-assignment. progress erased.,Urgent,Open,2025-03-14,1865.0,
TCKT0165,S10165,Financial Support,Monthly stipend delayed. affecting personal expenses.,Low,Resolved,2025-03-15,1866.0,
TCKT0166,S10166,IT,VPN disconnects frequently. cannot work remotely.,Medium,In Progress,2025-03-16,1867.0,
TCKT0167,S10167,Student Affairs,Gym equipment unavailable due to lack of maintenance.,Medium,Open,2025-03-17,1868.0,
TCKT0168,S10168,Academic Support and Resources,Lab access denied for PHY210. system error persists.,High,Resolved,2025-03-18,1869.0,
TCKT0169,S10169,Financial Support,Tuition installment plan not updated after bank transfer.,Medium,Open,2025-03-19,1870.0,
TCKT0170,S10170,IT,Password reset emails not received. portal login impossible.,Low,In Progress,2025-03-20,1871.0,
TCKT0171,S10171,Student Affairs,Cafeteria runs out of vegan options before noon daily.,High,Open,2025-03-21,1872.0,
TCKT0172,S10172,Academic Support and Resources,Physics help desk hours conflict with lab schedule.,Low,Resolved,2025-03-22,1873.0,
TCKT0173,S10173,Financial Support,Housing refund not credited. other students received theirs.,Medium,Closed,2025-03-23,1874.0,
TCKT0174,S10174,IT,Portal shows '502 Bad Gateway' on assignment submission.,High,In Progress,2025-03-24,1875.0,
TCKT0175,S10175,Student Affairs,Student club event approvals delayed. impacting planning.,Medium,Open,2025-03-25,1876.0,
TCKT0176,S10176,Academic Support and Resources,Tutors cancel last minute. no replacements provided.,High,Open,2025-03-26,1877.0,
TCKT0177,S10177,Financial Support,Tuition balance incorrect. external scholarship not applied.,Medium,In Progress,2025-03-27,1878.0,
TCKT0178,S10178,IT,Laptop loan request rejected despite meeting conditions.,Low,Closed,2025-03-28,1879.0,
TCKT0179,S10179,Student Affairs,Study lounge lights flicker constantly. cannot use space.,High,In Progress,2025-03-29,1880.0,
TCKT0180,S10180,Academic Support and Resources,Chemistry Lab missing gloves and goggles. urgent resupply needed.,Medium,Resolved,2025-03-30,1881.0,
TCKT0181,S10181,Financial Support,Account frozen despite payment. cannot register for courses.,Urgent,Open,2025-03-31,1882.0,
TCKT0183,S10183,Student Affairs,Laundry machines eat coins but don't start.,Low,Open,2025-04-02,1883.0,
TCKT0184,S10184,Academic Support and Resources,Advising office canceled appointments twice. reschedule needed.,Medium,Closed,2025-04-03,1884.0,
TCKT0185,S10185,Financial Support,Tuition late fee appears despite proof of timely payment.,High,In Progress,2025-04-04,1885.0,
TCKT0186,S10186,IT,Projector in Lecture Hall A fails randomly. interrupts lectures.,Low,Resolved,2025-04-05,1886.0,
TCKT0187,S10187,Student Affairs,Cafeteria runs out of vegetarian meals too early.,High,Open,2025-04-06,1887.0,
TCKT0188,S10188,Academic Support and Resources,Physics help desk hours clash with labs. need alternative.,Low,In Progress,2025-04-07,1888.0,
TCKT0189,S10189,Financial Support,Tuition receipt has wrong student ID. urgent correction required.,Medium,Open,2025-04-08,1889.0,
TCKT0190,S10190,IT,VPN disconnects every 10 minutes. coding impossible.,Medium,Resolved,2025-04-09,1890.0,
TCKT0191,S10191,Student Affairs,Fire alarms in Pine Hall activate randomly without reason.,Low,Closed,2025-04-10,1891.0,
TCKT0192,S10192,Academic Support and Resources,Tutoring center does not answer calls or emails.,High,Open,2025-04-11,1892.0,
TCKT0193,S10193,Financial Support,Meal plan charges seem miscalculated. request clarification.,Medium,In Progress,2025-04-12,1893.0,
TCKT0194,S10194,IT,Laptop from IT loan program shuts down randomly. replacement requested.,Medium,Open,2025-04-13,1894.0,
TCKT0196,S10196,Academic Support and Resources,Online library catalog search crashes. needs resolution.,Low,Resolved,2025-04-15,1895.0,
TCKT0197,S10197,Financial Support,Graduation clearance shows unpaid tuition despite cleared dues.,Urgent,Open,2025-04-16,1896.0,
TCKT0198,S10198,IT,Campus Wi-Fi drops every 15 minutes in Engineering block.,Medium,In Progress,2025-04-17,1897.0,
TCKT0199,S10199,Student Affairs,Dorm kitchen broken stoves. maintenance requests ignored.,Medium,Open,2025-04-18,1898.0,
TCKT0200,S10200,Academic Support and Resources,Cannot access lab computers for CHE202. software errors persist.,High,In Progress,2025-04-19,1899.0,
TCKT0202,S10202,IT,Email server rejects attachments over 5 MB. submission blocked.,Medium,Open,2025-04-21,1900.0,
TCKT0203,S10203,Student Affairs,Campus shuttle schedule unreliable. stops often skipped.,Low,In Progress,2025-04-22,1901.0,
TCKT0205,S10205,Financial Support,Housing deposit not reflected. payment proof submitted.,Medium,Resolved,2025-04-24,1902.0,
TCKT0206,S10206,IT,Classroom projector flickers intermittently. lecture disrupted.,Low,In Progress,2025-04-25,1903.0,
TCKT0208,S10208,Academic Support and Resources,Blackboard logs out mid-assignment. progress erased.,Urgent,Open,2025-04-27,1904.0,
TCKT0211,S10211,Student Affairs,Gym equipment unavailable. maintenance overdue.,Medium,Open,2025-04-30,1905.0,
TCKT0215,S10215,Student Affairs,Cafeteria runs out of vegan options before noon.,High,Open,2025-05-04,1906.0,
TCKT0217,S10217,Financial Support,Housing refund not credited. others received theirs.,Medium,Closed,2025-05-06,1907.0,
TCKT0223,S10223,Student Affairs,Study lounge lights flicker constantly. unusable.,High,In Progress,2025-05-12,1908.0,
TCKT0237,S10237,Financial Support,Meal plan charges miscalculated. request clarification.,Medium,In Progress,2025-05-26,1909.0,
TCKT0239,S10239,Student Affairs,Recreation rooms locked during posted hours. cannot access.,High,In Progress,2025-05-28,1910.0,
TCKT0251,S10251,Student Affairs,Dorm water pressure too low. showers barely run.,Medium,Open,2025-06-09,1911.0,
TCKT0252,S10252,Academic Support and Resources,Lab reservation system shows full even when slots are open.,High,In Progress,2025-06-10,1912.0,
TCKT0253,S10253,Financial Support,Stipend credited late. caused issues with rent payment.,Low,Resolved,2025-06-11,1913.0,
TCKT0254,S10254,IT,Wi-Fi disconnects during online exams. unstable connection.,Medium,In Progress,2025-06-12,1914.0,
TCKT0255,S10255,Student Affairs,Elevators in South Hall broken. students forced to climb floors.,High,Open,2025-06-13,1915.0,
TCKT0256,S10256,Academic Support and Resources,Academic advising sessions canceled repeatedly without notice.,Low,Closed,2025-06-14,1916.0,
TCKT0257,S10257,Financial Support,Housing fee overcharged. discrepancy with online portal.,Medium,In Progress,2025-06-15,1917.0,
TCKT0258,S10258,IT,Zoom freezes repeatedly during lectures. cannot follow class.,High,Resolved,2025-06-16,1918.0,
TCKT0259,S10259,Student Affairs,Laundry machines malfunction. coins lost without service.,Low,Open,2025-06-17,1919.0,
TCKT0260,S10260,Academic Support and Resources,Cannot download e-books. access blocked unexpectedly.,Medium,In Progress,2025-06-18,1920.0,
TCKT0261,S10261,Financial Support,Tuition payment recorded incorrectly. balance shows extra.,High,Open,2025-06-19,1921.0,
TCKT0262,S10262,IT,Printer in library jams constantly. workflow interrupted.,Low,Resolved,2025-06-20,1922.0,
TCKT0263,S10263,Student Affairs,Campus shuttle often late. affects class attendance.,Medium,In Progress,2025-06-21,1923.0,
TCKT0264,S10264,Academic Support and Resources,Lab access card fails repeatedly. project delayed.,High,Open,2025-06-22,1924.0,
TCKT0265,S10265,Financial Support,Scholarship amount not updated in portal. verification pending.,Low,Closed,2025-06-23,1925.0,
TCKT0266,S10266,IT,VPN connection unstable. cannot access course materials remotely.,Medium,In Progress,2025-06-24,1926.0,
TCKT0267,S10267,Student Affairs,Gym unavailable during advertised hours. facility mismanaged.,High,Open,2025-06-25,1927.0,
TCKT0268,S10268,Academic Support and Resources,Tutoring scheduling shows errors. cannot book sessions.,Medium,Resolved,2025-06-26,1928.0,
TCKT0269,S10269,Financial Support,Housing refund delayed. proof submitted multiple times.,Low,In Progress,2025-06-27,1929.0,
TCKT0270,S10270,IT,Password reset fails. cannot log in to portal.,High,Open,2025-06-28,1930.0,
